"city","state","postalcode","country","creditlimit","productcode","productline","productscale","quantityinstock","buyprice","msrp","productrating","customernumber"
"Brickhaven","MA","58339","USA","68700.00","S18_3482","Classic Cars","1:18","9127","73.49","146.99","5","204"
"Brickhaven","MA","58339","USA","68700.00","S18_3782","Motorcycles","1:18","7689","32.95","62.17","2","204"
"Brickhaven","MA","58339","USA","68700.00","S18_4721","Classic Cars","1:18","1249","69.93","148.80","2","204"
"Brickhaven","MA","58339","USA","68700.00","S24_2360","Motorcycles","1:24","6840","47.10","69.26","2","204"
"Brickhaven","MA","58339","USA","68700.00","S24_4620","Classic Cars","1:18","7869","32.33","80.84","4","204"
"Brickhaven","MA","58339","USA","68700.00","S32_4485","Motorcycles","1:32","3341","56.13","102.05","4","204"
"Brickhaven","MA","58339","USA","68700.00","S50_4713","Motorcycles","1:50","600","34.17","81.36","1","204"
"Oulu",,"90110","Finland","90500.00","S700_3505","Ships","1:700","1956","51.09","100.17","2","311"
"Oulu",,"90110","Finland","90500.00","S72_3212","Ships","1:72","414","33.30","54.60","3","311"
"Oulu",,"90110","Finland","90500.00","S12_4473","Trucks and Buses","1:12","6125","55.70","118.50","4","311"
"Oulu",,"90110","Finland","90500.00","S12_4675","Classic Cars","1:12","7323","58.73","115.16","5","311"
"Oulu",,"90110","Finland","90500.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","3","311"
"Oulu",,"90110","Finland","90500.00","S24_2300","Trucks and Buses","1:24","2327","61.34","127.79","4","311"
"Oulu",,"90110","Finland","90500.00","S24_2972","Classic Cars","1:24","7723","16.24","37.76","3","311"
"Oulu",,"90110","Finland","90500.00","S24_3420","Vintage Cars","1:24","2902","26.30","65.75","5","311"
"Oulu",,"90110","Finland","90500.00","S32_2509","Trucks and Buses","1:32","2874","25.98","54.11","4","311"
"Oulu",,"90110","Finland","90500.00","S700_3962","Ships","1:700","5088","53.63","99.31","2","311"
"Oulu",,"90110","Finland","90500.00","S72_1253","Planes","1:72","4857","32.77","49.66","4","311"
"Oulu",,"90110","Finland","90500.00","S18_1662","Planes","1:18","5330","77.27","157.69","4","311"
"Oulu",,"90110","Finland","90500.00","S24_2840","Classic Cars","1:24","2542","15.91","35.36","4","311"
"Oulu",,"90110","Finland","90500.00","S24_2841","Planes","1:24","5942","34.25","68.51","3","311"
"Oulu",,"90110","Finland","90500.00","S24_3151","Vintage Cars","1:24","9173","46.91","88.51","2","311"
"Oulu",,"90110","Finland","90500.00","S32_1268","Trucks and Buses","1:32","5099","53.93","96.31","4","311"
"Sevilla",,"41101","Spain","65700.00","S18_2238","Classic Cars","1:18","4724","101.51","163.73","1","484"
"Sevilla",,"41101","Spain","65700.00","S18_2319","Trucks and Buses","1:18","8258","74.86","122.73","5","484"
"Sevilla",,"41101","Spain","65700.00","S18_2432","Trucks and Buses","1:18","2018","24.92","60.77","1","484"
"Sevilla",,"41101","Spain","65700.00","S50_1392","Trucks and Buses","1:50","1016","68.29","115.75","3","484"
"Sevilla",,"41101","Spain","65700.00","S12_4473","Trucks and Buses","1:12","6125","55.70","118.50","2","484"
"Sevilla",,"41101","Spain","65700.00","S18_2248","Vintage Cars","1:18","540","33.30","60.54","2","484"
"Sevilla",,"41101","Spain","65700.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","4","484"
"Sevilla",,"41101","Spain","65700.00","S24_2300","Trucks and Buses","1:24","2327","61.34","127.79","3","484"
"Sevilla",,"41101","Spain","65700.00","S24_3969","Vintage Cars","1:24","2081","21.75","41.03","2","484"
"Sevilla",,"41101","Spain","65700.00","S32_2509","Trucks and Buses","1:32","2874","25.98","54.11","5","484"
"Sevilla",,"41101","Spain","65700.00","S24_1444","Classic Cars","1:24","4074","32.37","57.80","1","484"
"Sevilla",,"41101","Spain","65700.00","S24_2840","Classic Cars","1:24","2542","15.91","35.36","2","484"
"Sevilla",,"41101","Spain","65700.00","S24_4048","Classic Cars","1:24","6582","69.78","118.28","1","484"
"Sevilla",,"41101","Spain","65700.00","S32_1268","Trucks and Buses","1:32","5099","53.93","96.31","1","484"
"Sevilla",,"41101","Spain","65700.00","S32_3207","Trains","1:32","8601","26.72","62.14","3","484"
"Nantes",,"44000","France","21000.00","S18_1589","Classic Cars","1:18","9042","65.96","124.44","3","103"
"Nantes",,"44000","France","21000.00","S18_2625","Motorcycles","1:18","4357","24.23","60.57","1","103"
"Nantes",,"44000","France","21000.00","S18_3685","Classic Cars","1:18","8990","62.16","141.28","4","103"
"Nantes",,"44000","France","21000.00","S24_2022","Vintage Cars","1:24","2847","20.61","44.80","5","103"
"Nantes",,"44000","France","21000.00","S18_2870","Classic Cars","1:18","8164","56.76","132.00","5","103"
"Nantes",,"44000","France","21000.00","S24_1628","Classic Cars","1:24","8197","29.18","50.31","3","103"
"Nantes",,"44000","France","21000.00","S10_2016","Motorcycles","1:10","6625","68.99","118.94","3","103"
"NYC","NY","10022","USA","138500.00","S18_1589","Classic Cars","1:18","9042","65.96","124.44","4","151"
"NYC","NY","10022","USA","138500.00","S18_1749","Vintage Cars","1:18","2724","86.70","170.00","2","151"
"NYC","NY","10022","USA","138500.00","S18_2238","Classic Cars","1:18","4724","101.51","163.73","3","151"
"NYC","NY","10022","USA","138500.00","S18_2319","Trucks and Buses","1:18","8258","74.86","122.73","1","151"
"NYC","NY","10022","USA","138500.00","S18_2325","Vintage Cars","1:18","9354","58.48","127.13","4","151"
"NYC","NY","10022","USA","138500.00","S18_3685","Classic Cars","1:18","8990","62.16","141.28","5","151"
"NYC","NY","10022","USA","138500.00","S24_2766","Classic Cars","1:24","2350","47.25","90.87","2","151"
"NYC","NY","10022","USA","138500.00","S24_2887","Classic Cars","1:24","1452","72.82","117.44","4","151"
"NYC","NY","10022","USA","138500.00","S12_3148","Classic Cars","1:18","6906","89.14","151.08","4","151"
"NYC","NY","10022","USA","138500.00","S18_1129","Classic Cars","1:18","3975","83.51","141.54","1","151"
"NYC","NY","10022","USA","138500.00","S18_4409","Vintage Cars","1:18","6553","43.26","92.03","1","151"
"NYC","NY","10022","USA","138500.00","S24_1046","Classic Cars","1:24","1005","49.24","73.49","5","151"
"NYC","NY","10022","USA","138500.00","S24_3191","Classic Cars","1:24","4695","50.51","85.61","2","151"
"NYC","NY","10022","USA","138500.00","S50_1392","Trucks and Buses","1:50","1016","68.29","115.75","2","151"
"NYC","NY","10022","USA","138500.00","S12_1108","Classic Cars","1:12","3619","95.59","207.80","5","151"
"NYC","NY","10022","USA","138500.00","S12_3891","Classic Cars","1:12","1049","83.05","173.02","4","151"
"NYC","NY","10022","USA","138500.00","S12_4473","Trucks and Buses","1:12","6125","55.70","118.50","3","151"
"NYC","NY","10022","USA","138500.00","S18_2248","Vintage Cars","1:18","540","33.30","60.54","5","151"
"NYC","NY","10022","USA","138500.00","S18_2870","Classic Cars","1:18","8164","56.76","132.00","1","151"
"NYC","NY","10022","USA","138500.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","2","151"
"NYC","NY","10022","USA","138500.00","S18_4027","Classic Cars","1:18","5545","91.92","143.62","4","151"
"NYC","NY","10022","USA","138500.00","S18_4933","Classic Cars","1:18","3209","34.21","71.27","5","151"
"NYC","NY","10022","USA","138500.00","S24_1628","Classic Cars","1:24","8197","29.18","50.31","5","151"
"NYC","NY","10022","USA","138500.00","S24_3432","Classic Cars","1:24","9446","62.11","107.08","2","151"
"NYC","NY","10022","USA","138500.00","S24_3969","Vintage Cars","1:24","2081","21.75","41.03","3","151"
"NYC","NY","10022","USA","138500.00","S32_2509","Trucks and Buses","1:32","2874","25.98","54.11","3","151"
"NYC","NY","10022","USA","138500.00","S50_1514","Trains","1:50","1645","37.49","58.58","4","151"
"NYC","NY","10022","USA","138500.00","S18_1984","Classic Cars","1:18","9772","93.89","142.25","5","151"
"NYC","NY","10022","USA","138500.00","S24_1444","Classic Cars","1:24","4074","32.37","57.80","3","151"
"NYC","NY","10022","USA","138500.00","S24_2840","Classic Cars","1:24","2542","15.91","35.36","3","151"
"NYC","NY","10022","USA","138500.00","S24_4048","Classic Cars","1:24","6582","69.78","118.28","4","151"
"NYC","NY","10022","USA","138500.00","S32_3207","Trains","1:32","8601","26.72","62.14","3","151"
"Milan",,,"Italy","34800.00","S18_2319","Trucks and Buses","1:18","8258","74.86","122.73","4","473"
"Milan",,,"Italy","34800.00","S24_1785","Planes","1:24","3627","66.74","109.42","3","473"
"Milan",,,"Italy","34800.00","S32_4289","Vintage Cars","1:32","136","33.02","68.79","3","473"
"Milan",,,"Italy","34800.00","S32_1374","Motorcycles","1:32","178","66.92","99.89","2","473"
"Milan",,,"Italy","34800.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","5","473"
"Milan",,,"Italy","34800.00","S18_2581","Planes","1:72","992","49.00","84.48","3","473"
"Milan",,,"Italy","34800.00","S24_4278","Planes","1:24","2756","36.23","72.45","4","473"
"Milan",,,"Italy","34800.00","S700_2834","Planes","1:700","7106","59.33","118.65","4","473"
"Munich",,"80686","Germany","77000.00","S700_4002","Planes","1:700","8820","36.27","74.03","4","415"
"Boston","MA","51003","USA","41900.00","S32_2206","Motorcycles","1:32","9241","24.14","40.23","2","362"
"Boston","MA","51003","USA","41900.00","S700_1938","Ships","1:700","737","43.30","86.61","5","362"
"Boston","MA","51003","USA","41900.00","S10_4757","Classic Cars","1:10","3252","85.68","136.00","3","362"
"Boston","MA","51003","USA","41900.00","S18_3029","Ships","1:18","4259","51.61","86.02","1","362"
"Boston","MA","51003","USA","41900.00","S18_3259","Trains","1:18","6450","67.56","100.84","3","362"
"Boston","MA","51003","USA","41900.00","S24_2011","Ships","1:24","1898","82.34","122.89","3","362"
"Boston","MA","51003","USA","41900.00","S24_3816","Vintage Cars","1:24","6621","48.64","83.86","2","362"
"Boston","MA","51003","USA","41900.00","S700_1138","Ships","1:700","1897","34.00","66.67","3","362"
"Boston","MA","51003","USA","41900.00","S700_2610","Ships","1:700","7083","33.97","72.28","2","362"
"Boston","MA","51003","USA","41900.00","S700_3505","Ships","1:700","1956","51.09","100.17","5","362"
"Boston","MA","51003","USA","41900.00","S72_3212","Ships","1:72","414","33.30","54.60","4","362"
"Boston","MA","51003","USA","41900.00","S700_3962","Ships","1:700","5088","53.63","99.31","3","362"
"Boston","MA","51003","USA","41900.00","S18_3140","Vintage Cars","1:18","3913","68.30","136.59","3","362"
"Boston","MA","51003","USA","41900.00","S18_3782","Motorcycles","1:18","7689","32.95","62.17","5","362"
"Boston","MA","51003","USA","41900.00","S18_4522","Vintage Cars","1:18","8290","52.66","87.77","5","362"
"Boston","MA","51003","USA","41900.00","S18_4721","Classic Cars","1:18","1249","69.93","148.80","2","362"
"Boston","MA","51003","USA","41900.00","S24_2360","Motorcycles","1:24","6840","47.10","69.26","1","362"
"Boston","MA","51003","USA","41900.00","S24_3151","Vintage Cars","1:24","9173","46.91","88.51","3","362"
"Boston","MA","51003","USA","41900.00","S24_4620","Classic Cars","1:18","7869","32.33","80.84","1","362"
"Boston","MA","51003","USA","41900.00","S32_4485","Motorcycles","1:32","3341","56.13","102.05","1","362"
"Boston","MA","51003","USA","41900.00","S50_4713","Motorcycles","1:50","600","34.17","81.36","3","362"
"Munich",,"80686","Germany","77000.00","S18_3029","Ships","1:18","4259","51.61","86.02","4","415"
"Munich",,"80686","Germany","77000.00","S18_3856","Vintage Cars","1:18","2378","64.58","105.87","2","415"
"Munich",,"80686","Germany","77000.00","S24_3816","Vintage Cars","1:24","6621","48.64","83.86","5","415"
"Munich",,"80686","Germany","77000.00","S24_3949","Planes","1:24","6812","29.34","68.24","3","415"
"Munich",,"80686","Germany","77000.00","S700_2047","Ships","1:700","3501","39.83","90.52","2","415"
"Munich",,"80686","Germany","77000.00","S700_2466","Planes","1:700","9653","68.80","99.72","4","415"
"Munich",,"80686","Germany","77000.00","S24_3420","Vintage Cars","1:24","2902","26.30","65.75","3","415"
"Munich",,"80686","Germany","77000.00","S700_1691","Planes","1:700","5841","51.15","91.34","2","415"
"Munich",,"80686","Germany","77000.00","S72_1253","Planes","1:72","4857","32.77","49.66","1","415"
"Munich",,"80686","Germany","77000.00","S18_1662","Planes","1:18","5330","77.27","157.69","4","415"
"Munich",,"80686","Germany","77000.00","S24_2841","Planes","1:24","5942","34.25","68.51","4","415"
"Munich",,"80686","Germany","77000.00","S50_1341","Vintage Cars","1:50","7062","27.06","43.64","3","415"
"Munich",,"80686","Germany","77000.00","S700_3167","Planes","1:72","551","54.40","80.00","4","415"
"Marseille",,"13008","France","65000.00","S18_1749","Vintage Cars","1:18","2724","86.70","170.00","1","350"
"Marseille",,"13008","France","65000.00","S18_1889","Classic Cars","1:18","8826","53.90","77.00","2","350"
"Marseille",,"13008","France","65000.00","S18_2325","Vintage Cars","1:18","9354","58.48","127.13","1","350"
"Marseille",,"13008","France","65000.00","S32_2206","Motorcycles","1:32","9241","24.14","40.23","5","350"
"Marseille",,"13008","France","65000.00","S12_1099","Classic Cars","1:12","68","95.34","194.57","2","350"
"Marseille",,"13008","France","65000.00","S18_1129","Classic Cars","1:18","3975","83.51","141.54","2","350"
"Marseille",,"13008","France","65000.00","S18_4409","Vintage Cars","1:18","6553","43.26","92.03","2","350"
"Marseille",,"13008","France","65000.00","S24_1046","Classic Cars","1:24","1005","49.24","73.49","3","350"
"Marseille",,"13008","France","65000.00","S24_3856","Classic Cars","1:18","6600","98.30","140.43","1","350"
"Marseille",,"13008","France","65000.00","S12_3990","Classic Cars","1:12","5663","31.92","79.80","4","350"
"Marseille",,"13008","France","65000.00","S12_4675","Classic Cars","1:12","7323","58.73","115.16","2","350"
"Marseille",,"13008","France","65000.00","S18_2248","Vintage Cars","1:18","540","33.30","60.54","2","350"
"Marseille",,"13008","France","65000.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","4","350"
"Marseille",,"13008","France","65000.00","S18_3278","Classic Cars","1:18","1917","49.05","80.41","2","350"
"Marseille",,"13008","France","65000.00","S18_4933","Classic Cars","1:18","3209","34.21","71.27","1","350"
"Marseille",,"13008","France","65000.00","S24_1937","Vintage Cars","1:24","7332","22.57","33.19","4","350"
"Marseille",,"13008","France","65000.00","S24_2972","Classic Cars","1:24","7723","16.24","37.76","3","350"
"Marseille",,"13008","France","65000.00","S24_3371","Classic Cars","1:24","7995","38.58","61.23","2","350"
"Marseille",,"13008","France","65000.00","S12_3380","Classic Cars","1:12","9123","75.16","117.44","1","350"
"Marseille",,"13008","France","65000.00","S18_1984","Classic Cars","1:18","9772","93.89","142.25","3","350"
"Marseille",,"13008","France","65000.00","S18_3482","Classic Cars","1:18","9127","73.49","146.99","3","350"
"Marseille",,"13008","France","65000.00","S18_3782","Motorcycles","1:18","7689","32.95","62.17","3","350"
"Marseille",,"13008","France","65000.00","S18_4721","Classic Cars","1:18","1249","69.93","148.80","2","350"
"Marseille",,"13008","France","65000.00","S24_4620","Classic Cars","1:18","7869","32.33","80.84","5","350"
"Nashua","NH","62005","USA","114200.00","S12_1666","Trucks and Buses","1:12","1579","77.90","136.67","4","363"
"Nashua","NH","62005","USA","114200.00","S18_1589","Classic Cars","1:18","9042","65.96","124.44","5","363"
"Nashua","NH","62005","USA","114200.00","S18_1749","Vintage Cars","1:18","2724","86.70","170.00","4","363"
"Nashua","NH","62005","USA","114200.00","S18_1889","Classic Cars","1:18","8826","53.90","77.00","5","363"
"Nashua","NH","62005","USA","114200.00","S18_2325","Vintage Cars","1:18","9354","58.48","127.13","4","363"
"Nashua","NH","62005","USA","114200.00","S18_3685","Classic Cars","1:18","8990","62.16","141.28","3","363"
"Nashua","NH","62005","USA","114200.00","S24_2022","Vintage Cars","1:24","2847","20.61","44.80","5","363"
"Nashua","NH","62005","USA","114200.00","S24_2766","Classic Cars","1:24","2350","47.25","90.87","5","363"
"Nashua","NH","62005","USA","114200.00","S24_2887","Classic Cars","1:24","1452","72.82","117.44","3","363"
"Nashua","NH","62005","USA","114200.00","S18_1129","Classic Cars","1:18","3975","83.51","141.54","4","363"
"Nashua","NH","62005","USA","114200.00","S18_2432","Trucks and Buses","1:18","2018","24.92","60.77","5","363"
"Nashua","NH","62005","USA","114200.00","S18_2795","Vintage Cars","1:18","548","72.56","168.75","3","363"
"Nashua","NH","62005","USA","114200.00","S18_4409","Vintage Cars","1:18","6553","43.26","92.03","3","363"
"Nashua","NH","62005","USA","114200.00","S24_1046","Classic Cars","1:24","1005","49.24","73.49","3","363"
"Nashua","NH","62005","USA","114200.00","S24_3191","Classic Cars","1:24","4695","50.51","85.61","1","363"
"Nashua","NH","62005","USA","114200.00","S24_3856","Classic Cars","1:18","6600","98.30","140.43","4","363"
"Nashua","NH","62005","USA","114200.00","S10_1949","Classic Cars","1:10","7305","98.58","214.30","4","363"
"Nashua","NH","62005","USA","114200.00","S12_4675","Classic Cars","1:12","7323","58.73","115.16","4","363"
"Nashua","NH","62005","USA","114200.00","S18_1342","Vintage Cars","1:18","8693","60.62","102.74","2","363"
"Nashua","NH","62005","USA","114200.00","S18_2248","Vintage Cars","1:18","540","33.30","60.54","4","363"
"Nashua","NH","62005","USA","114200.00","S18_2870","Classic Cars","1:18","8164","56.76","132.00","4","363"
"Nashua","NH","62005","USA","114200.00","S18_2949","Vintage Cars","1:18","4189","60.78","101.31","3","363"
"Nashua","NH","62005","USA","114200.00","S18_3136","Vintage Cars","1:18","5992","60.74","104.72","2","363"
"Nashua","NH","62005","USA","114200.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","4","363"
"Nashua","NH","62005","USA","114200.00","S24_1628","Classic Cars","1:24","8197","29.18","50.31","3","363"
"Nashua","NH","62005","USA","114200.00","S24_1937","Vintage Cars","1:24","7332","22.57","33.19","3","363"
"Nashua","NH","62005","USA","114200.00","S24_2972","Classic Cars","1:24","7723","16.24","37.76","5","363"
"Nashua","NH","62005","USA","114200.00","S24_3432","Classic Cars","1:24","9446","62.11","107.08","2","363"
"Nashua","NH","62005","USA","114200.00","S24_3969","Vintage Cars","1:24","2081","21.75","41.03","3","363"
"Nashua","NH","62005","USA","114200.00","S10_4962","Classic Cars","1:10","6791","103.42","147.74","2","363"
"Nashua","NH","62005","USA","114200.00","S18_1097","Trucks and Buses","1:18","2613","58.33","116.67","3","363"
"Nashua","NH","62005","USA","114200.00","S18_1367","Vintage Cars","1:18","8635","24.26","53.91","1","363"
"Nashua","NH","62005","USA","114200.00","S18_1984","Classic Cars","1:18","9772","93.89","142.25","4","363"
"Nashua","NH","62005","USA","114200.00","S18_2957","Vintage Cars","1:18","5649","34.35","62.46","4","363"
"Philadelphia","PA","71270","USA","81100.00","S12_1666","Trucks and Buses","1:12","1579","77.90","136.67","5","339"
"Philadelphia","PA","71270","USA","81100.00","S10_4757","Classic Cars","1:10","3252","85.68","136.00","3","339"
"Philadelphia","PA","71270","USA","81100.00","S18_3029","Ships","1:18","4259","51.61","86.02","3","339"
"Philadelphia","PA","71270","USA","81100.00","S18_3856","Vintage Cars","1:18","2378","64.58","105.87","2","339"
"Philadelphia","PA","71270","USA","81100.00","S18_4668","Vintage Cars","1:18","6645","23.14","50.31","3","339"
"Philadelphia","PA","71270","USA","81100.00","S24_3816","Vintage Cars","1:24","6621","48.64","83.86","3","339"
"Philadelphia","PA","71270","USA","81100.00","S32_3522","Trucks and Buses","1:32","814","33.61","64.64","3","339"
"Philadelphia","PA","71270","USA","81100.00","S700_2047","Ships","1:700","3501","39.83","90.52","2","339"
"Philadelphia","PA","71270","USA","81100.00","S10_1949","Classic Cars","1:10","7305","98.58","214.30","4","339"
"Philadelphia","PA","71270","USA","81100.00","S18_2949","Vintage Cars","1:18","4189","60.78","101.31","3","339"
"Philadelphia","PA","71270","USA","81100.00","S18_3136","Vintage Cars","1:18","5992","60.74","104.72","3","339"
"Philadelphia","PA","71270","USA","81100.00","S24_3420","Vintage Cars","1:24","2902","26.30","65.75","3","339"
"Philadelphia","PA","71270","USA","81100.00","S700_2824","Classic Cars","1:18","6934","46.53","101.15","3","339"
"Philadelphia","PA","71270","USA","81100.00","S72_1253","Planes","1:72","4857","32.77","49.66","3","339"
"Philadelphia","PA","71270","USA","81100.00","S10_4962","Classic Cars","1:10","6791","103.42","147.74","2","339"
"Philadelphia","PA","71270","USA","81100.00","S18_1097","Trucks and Buses","1:18","2613","58.33","116.67","3","339"
"Philadelphia","PA","71270","USA","81100.00","S18_1662","Planes","1:18","5330","77.27","157.69","2","339"
"Philadelphia","PA","71270","USA","81100.00","S18_2957","Vintage Cars","1:18","5649","34.35","62.46","3","339"
"Philadelphia","PA","71270","USA","81100.00","S18_4600","Trucks and Buses","1:18","3128","84.76","121.08","4","339"
"Philadelphia","PA","71270","USA","81100.00","S24_2841","Planes","1:24","5942","34.25","68.51","3","339"
"Philadelphia","PA","71270","USA","81100.00","S24_4258","Vintage Cars","1:24","4710","57.46","97.39","5","339"
"Melbourne","Victoria","3004","Australia","117300.00","S12_1666","Trucks and Buses","1:12","1579","77.90","136.67","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1889","Classic Cars","1:18","8826","53.90","77.00","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2625","Motorcycles","1:18","4357","24.23","60.57","2","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3320","Vintage Cars","1:18","7913","57.54","99.21","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_1785","Planes","1:24","3627","66.74","109.42","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S32_4289","Vintage Cars","1:32","136","33.02","68.79","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1129","Classic Cars","1:18","3975","83.51","141.54","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2432","Trucks and Buses","1:18","2018","24.92","60.77","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2795","Vintage Cars","1:18","548","72.56","168.75","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_3856","Classic Cars","1:18","6600","98.30","140.43","2","114"
"Melbourne","Victoria","3004","Australia","117300.00","S32_1374","Motorcycles","1:32","178","66.92","99.89","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S700_2466","Planes","1:700","9653","68.80","99.72","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S10_1949","Classic Cars","1:10","7305","98.58","214.30","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1342","Vintage Cars","1:18","8693","60.62","102.74","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2949","Vintage Cars","1:18","4189","60.78","101.31","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3136","Vintage Cars","1:18","5992","60.74","104.72","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3232","Classic Cars","1:18","8347","77.90","169.34","2","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3278","Classic Cars","1:18","1917","49.05","80.41","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_2000","Motorcycles","1:24","15","37.32","76.17","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_2972","Classic Cars","1:24","7723","16.24","37.76","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_3371","Classic Cars","1:24","7995","38.58","61.23","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S700_1691","Planes","1:700","5841","51.15","91.34","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S10_1678","Motorcycles","1:10","7933","48.81","95.70","1","114"
"Melbourne","Victoria","3004","Australia","117300.00","S10_2016","Motorcycles","1:10","6625","68.99","118.94","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S10_4698","Motorcycles","1:10","5582","91.02","193.66","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S10_4962","Classic Cars","1:10","6791","103.42","147.74","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1097","Trucks and Buses","1:18","2613","58.33","116.67","2","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1367","Vintage Cars","1:18","8635","24.26","53.91","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_1984","Classic Cars","1:18","9772","93.89","142.25","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2581","Planes","1:72","992","49.00","84.48","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_2957","Vintage Cars","1:18","5649","34.35","62.46","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3482","Classic Cars","1:18","9127","73.49","146.99","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_3782","Motorcycles","1:18","7689","32.95","62.17","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_4600","Trucks and Buses","1:18","3128","84.76","121.08","4","114"
"Melbourne","Victoria","3004","Australia","117300.00","S18_4721","Classic Cars","1:18","1249","69.93","148.80","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_1578","Motorcycles","1:24","7003","60.86","112.70","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S24_4278","Planes","1:24","2756","36.23","72.45","2","114"
"Melbourne","Victoria","3004","Australia","117300.00","S50_1341","Vintage Cars","1:50","7062","27.06","43.64","5","114"
"Melbourne","Victoria","3004","Australia","117300.00","S700_2834","Planes","1:700","7106","59.33","118.65","3","114"
"Melbourne","Victoria","3004","Australia","117300.00","S700_3167","Planes","1:72","551","54.40","80.00","5","114"
"Versailles",,"78000","France","77900.00","S12_1666","Trucks and Buses","1:12","1579","77.90","136.67","4","256"
"Versailles",,"78000","France","77900.00","S18_2325","Vintage Cars","1:18","9354","58.48","127.13","1","256"
"Versailles",,"78000","France","77900.00","S18_3320","Vintage Cars","1:18","7913","57.54","99.21","4","256"
"Versailles",,"78000","France","77900.00","S24_2022","Vintage Cars","1:24","2847","20.61","44.80","4","256"
"Versailles",,"78000","France","77900.00","S18_2795","Vintage Cars","1:18","548","72.56","168.75","1","256"
"Versailles",,"78000","France","77900.00","S18_4668","Vintage Cars","1:18","6645","23.14","50.31","1","256"
"Versailles",,"78000","France","77900.00","S32_3522","Trucks and Buses","1:32","814","33.61","64.64","1","256"
"Versailles",,"78000","France","77900.00","S10_1949","Classic Cars","1:10","7305","98.58","214.30","1","256"
"Versailles",,"78000","France","77900.00","S18_1342","Vintage Cars","1:18","8693","60.62","102.74","2","256"
"Versailles",,"78000","France","77900.00","S18_2949","Vintage Cars","1:18","4189","60.78","101.31","4","256"
"Versailles",,"78000","France","77900.00","S18_3136","Vintage Cars","1:18","5992","60.74","104.72","3","256"
"Versailles",,"78000","France","77900.00","S24_1937","Vintage Cars","1:24","7332","22.57","33.19","3","256"
"Versailles",,"78000","France","77900.00","S700_2824","Classic Cars","1:18","6934","46.53","101.15","1","256"
"Versailles",,"78000","France","77900.00","S18_1097","Trucks and Buses","1:18","2613","58.33","116.67","3","256"
"Versailles",,"78000","France","77900.00","S18_1367","Vintage Cars","1:18","8635","24.26","53.91","2","256"
"Versailles",,"78000","France","77900.00","S18_2957","Vintage Cars","1:18","5649","34.35","62.46","5","256"
"Versailles",,"78000","France","77900.00","S24_4258","Vintage Cars","1:24","4710","57.46","97.39","3","256"
"Genève",,"1203","Switzerland","141300.00","S18_1889","Classic Cars","1:18","8826","53.90","77.00","1","298"
"Genève",,"1203","Switzerland","141300.00","S18_3685","Classic Cars","1:18","8990","62.16","141.28","2","298"
"Genève",,"1203","Switzerland","141300.00","S12_1099","Classic Cars","1:12","68","95.34","194.57","4","298"
"Genève",,"1203","Switzerland","141300.00","S18_1129","Classic Cars","1:18","3975","83.51","141.54","2","298"
"Genève",,"1203","Switzerland","141300.00","S24_3856","Classic Cars","1:18","6600","98.30","140.43","3","298"
"Genève",,"1203","Switzerland","141300.00","S12_3990","Classic Cars","1:12","5663","31.92","79.80","3","298"
